dot_id,place,state,latitude,longitude,cafe_count_proxy,analysis_area_km2,cafes_per_100km2,dot_value_cafes,label_show,label_dx,label_dy
Sydney_26,Sydney,NSW,-33.887852,151.121948,4200,12367,34.0,20,true,18,-10
Sydney_27,Sydney,NSW,-33.911576,151.303707,4200,12367,34.0,20,true,18,-10
Sydney_28,Sydney,NSW,-33.790844,151.164928,4200,12367,34.0,20,true,18,-10
Sydney_29,Sydney,NSW,-33.948413,151.162387,4200,12367,34.0,20,true,18,-10
Sydney_30,Sydney,NSW,-33.837006,151.302961,4200,12367,34.0,20,true,18,-10
Sydney_31,Sydney,NSW,-33.858605,151.100539,4200,12367,34.0,20,true,18,-10
Sydney_32,Sydney,NSW,-33.945247,151.271199,4200,12367,34.0,20,true,18,-10
Sydney_33,Sydney,NSW,-33.771926,151.21624,4200,12367,34.0,20,true,18,-10
Sydney_34,Sydney,NSW,-33.912631,151.125846,4200,12367,34.0,20,true,18,-10
Sydney_35,Sydney,NSW,-33.880394,151.314438,4200,12367,34.0,20,true,18,-10
Sydney_36,Sydney,NSW,-33.785416,151.13249,4200,12367,34.0,20,true,18,-10
Sydney_37,Sydney,NSW,-33.959273,151.222602,4200,12367,34.0,20,true,18,-10
Sydney_38,Sydney,NSW,-33.7946,151.28165,4200,12367,34.0,20,true,18,-10
Sydney_39,Sydney,NSW,-33.889569,151.094263,4200,12367,34.0,20,true,18,-10
Sydney_40,Sydney,NSW,-33.930287,151.294001,4200,12367,34.0,20,true,18,-10
Sydney_41,Sydney,NSW,-33.774206,151.186192,4200,12367,34.0,20,true,18,-10
Sydney_42,Sydney,NSW,-33.964005,151.140459,4200,12367,34.0,20,true,18,-10
Sydney_43,Sydney,NSW,-33.84533,151.322587,4200,12367,34.0,20,true,18,-10
Sydney_44,Sydney,NSW,-33.835176,151.088839,4200,12367,34.0,20,true,18,-10
Sydney_45,Sydney,NSW,-33.960687,151.234726,4200,12367,34.0,20,true,18,-10
Sydney_46,Sydney,NSW,-33.771706,151.273753,4200,12367,34.0,20,true,18,-10
Sydney_47,Sydney,NSW,-33.92221,151.098669,4200,12367,34.0,20,true,18,-10
Sydney_48,Sydney,NSW,-33.913028,151.32534,4200,12367,34.0,20,true,18,-10
Sydney_49,Sydney,NSW,-33.7818,151.12402,4200,12367,34.0,20,true,18,-10
Sydney_50,Sydney,NSW,-33.988706,151.199752,4200,12367,34.0,20,true,18,-10
Sydney_51,Sydney,NSW,-33.814915,151.3367,4200,12367,34.0,20,true,18,-10
Sydney_52,Sydney,NSW,-33.860312,151.070817,4200,12367,34.0,20,true,18,-10
Sydney_53,Sydney,NSW,-33.963876,151.29353,4200,12367,34.0,20,true,18,-10
Sydney_54,Sydney,NSW,-33.754924,151.230766,4200,12367,34.0,20,true,18,-10
Sydney_55,Sydney,NSW,-33.958827,151.098021,4200,12367,34.0,20,true,18,-10
Sydney_56,Sydney,NSW,-33.849139,151.341998,4200,12367,34.0,20,true,18,-10
Sydney_57,Sydney,NSW,-33.797479,151.10617,4200,12367,34.0,20,true,18,-10
Sydney_58,Sydney,NSW,-33.993952,151.250697,4200,12367,34.0,20,true,18,-10
Sydney_59,Sydney,NSW,-33.769446,151.302328,4200,12367,34.0,20,true,18,-10
Sydney_60,Sydney,NSW,-33.897074,151.077584,4200,12367,34.0,20,true,18,-10
Sydney_61,Sydney,NSW,-33.920326,151.345328,4200,12367,34.0,20,true,18,-10
Sydney_62,Sydney,NSW,-33.752489,151.149981,4200,12367,34.0,20,true,18,-10
Sydney_63,Sydney,NSW,-33.968572,151.128805,4200,12367,34.0,20,true,18,-10
Sydney_64,Sydney,NSW,-33.833586,151.371134,4200,12367,34.0,20,true,18,-10
Sydney_65,Sydney,NSW,-33.837865,151.047771,4200,12367,34.0,20,true,18,-10
Sydney_66,Sydney,NSW,-33.973261,151.266879,4200,12367,34.0,20,true,18,-10
Sydney_67,Sydney,NSW,-33.72656,151.231981,4200,12367,34.0,20,true,18,-10
Sydney_68,Sydney,NSW,-33.924154,151.067606,4200,12367,34.0,20,true,18,-10
Sydney_69,Sydney,NSW,-33.909251,151.369233,4200,12367,34.0,20,true,18,-10
Sydney_70,Sydney,NSW,-33.77902,151.109694,4200,12367,34.0,20,true,18,-10
Sydney_71,Sydney,NSW,-34.00244,151.195115,4200,12367,34.0,20,true,18,-10
Sydney_72,Sydney,NSW,-33.776648,151.345728,4200,12367,34.0,20,true,18,-10
Sydney_73,Sydney,NSW,-33.86618,151.056713,4200,12367,34.0,20,true,18,-10
Sydney_74,Sydney,NSW,-33.962465,151.338839,4200,12367,34.0,20,true,18,-10
Sydney_75,Sydney,NSW,-33.736699,151.208461,4200,12367,34.0,20,true,18,-10
Sydney_76,Sydney,NSW,-33.994052,151.128263,4200,12367,34.0,20,true,18,-10
Sydney_77,Sydney,NSW,-33.845027,151.374764,4200,12367,34.0,20,true,18,-10
Sydney_78,Sydney,NSW,-33.785951,151.085764,4200,12367,34.0,20,true,18,-10
Sydney_79,Sydney,NSW,-34.008104,151.246998,4200,12367,34.0,20,true,18,-10
Sydney_80,Sydney,NSW,-33.755155,151.293083,4200,12367,34.0,20,true,18,-10
Sydney_81,Sydney,NSW,-33.900774,151.036646,4200,12367,34.0,20,true,18,-10
Sydney_82,Sydney,NSW,-33.938508,151.377469,4200,12367,34.0,20,true,18,-10
Sydney_83,Sydney,NSW,-33.757643,151.125594,4200,12367,34.0,20,true,18,-10
Sydney_84,Sydney,NSW,-34.008212,151.142239,4200,12367,34.0,20,true,18,-10
Sydney_85,Sydney,NSW,-33.81034,151.354535,4200,12367,34.0,20,true,18,-10
Sydney_86,Sydney,NSW,-33.857583,151.029624,4200,12367,34.0,20,true,18,-10
Sydney_87,Sydney,NSW,-33.996603,151.318159,4200,12367,34.0,20,true,18,-10
Sydney_88,Sydney,NSW,-33.729828,151.212746,4200,12367,34.0,20,true,18,-10
Sydney_89,Sydney,NSW,-33.949065,151.061092,4200,12367,34.0,20,true,18,-10
Sydney_90,Sydney,NSW,-33.876289,151.388423,4200,12367,34.0,20,true,18,-10
Sydney_91,Sydney,NSW,-33.766635,151.064426,4200,12367,34.0,20,true,18,-10
Sydney_92,Sydney,NSW,-34.00318,151.243372,4200,12367,34.0,20,true,18,-10
Sydney_93,Sydney,NSW,-33.756925,151.325446,4200,12367,34.0,20,true,18,-10
Sydney_94,Sydney,NSW,-33.904848,151.04023,4200,12367,34.0,20,true,18,-10
Sydney_95,Sydney,NSW,-33.965824,151.350173,4200,12367,34.0,20,true,18,-10
Sydney_96,Sydney,NSW,-33.723642,151.17258,4200,12367,34.0,20,true,18,-10
Sydney_97,Sydney,NSW,-34.010241,151.094501,4200,12367,34.0,20,true,18,-10
Sydney_98,Sydney,NSW,-33.817715,151.404286,4200,12367,34.0,20,true,18,-10
Sydney_99,Sydney,NSW,-33.811901,151.052371,4200,12367,34.0,20,true,18,-10
Sydney_100,Sydney,NSW,-34.012264,151.318649,4200,12367,34.0,20,true,18,-10
Sydney_101,Sydney,NSW,-33.696374,151.248361,4200,12367,34.0,20,true,18,-10
Sydney_102,Sydney,NSW,-33.951945,151.062233,4200,12367,34.0,20,true,18,-10
Sydney_103,Sydney,NSW,-33.905581,151.384434,4200,12367,34.0,20,true,18,-10
Sydney_104,Sydney,NSW,-33.743981,151.117405,4200,12367,34.0,20,true,18,-10
Sydney_105,Sydney,NSW,-34.044785,151.166182,4200,12367,34.0,20,true,18,-10
Sydney_106,Sydney,NSW,-33.770625,151.382285,4200,12367,34.0,20,true,18,-10
Sydney_107,Sydney,NSW,-33.853994,151.015681,4200,12367,34.0,20,true,18,-10
Sydney_108,Sydney,NSW,-33.981933,151.38189,4200,12367,34.0,20,true,18,-10
Sydney_109,Sydney,NSW,-33.694367,151.202274,4200,12367,34.0,20,true,18,-10
Sydney_110,Sydney,NSW,-33.974409,151.067332,4200,12367,34.0,20,true,18,-10
Sydney_111,Sydney,NSW,-33.826026,151.407453,4200,12367,34.0,20,true,18,-10
Sydney_112,Sydney,NSW,-33.764128,151.036049,4200,12367,34.0,20,true,18,-10
Sydney_113,Sydney,NSW,-34.039545,151.219461,4200,12367,34.0,20,true,18,-10
Sydney_114,Sydney,NSW,-33.712224,151.324288,4200,12367,34.0,20,true,18,-10
Sydney_115,Sydney,NSW,-33.899705,150.986058,4200,12367,34.0,20,true,18,-10
Sydney_116,Sydney,NSW,-33.957073,151.367057,4200,12367,34.0,20,true,18,-10
Sydney_117,Sydney,NSW,-33.703374,151.126424,4200,12367,34.0,20,true,18,-10
Sydney_118,Sydney,NSW,-34.009038,151.124836,4200,12367,34.0,20,true,18,-10
Sydney_119,Sydney,NSW,-33.779349,151.373775,4200,12367,34.0,20,true,18,-10
Sydney_120,Sydney,NSW,-33.8222,151.001326,4200,12367,34.0,20,true,18,-10
Sydney_121,Sydney,NSW,-34.022738,151.314341,4200,12367,34.0,20,true,18,-10
Sydney_122,Sydney,NSW,-33.679203,151.253818,4200,12367,34.0,20,true,18,-10
Sydney_123,Sydney,NSW,-33.961986,151.017785,4200,12367,34.0,20,true,18,-10
Sydney_124,Sydney,NSW,-33.901634,151.412666,4200,12367,34.0,20,true,18,-10
Sydney_125,Sydney,NSW,-33.74635,151.067254,4200,12367,34.0,20,true,18,-10
Sydney_126,Sydney,NSW,-34.055518,151.189884,4200,12367,34.0,20,true,18,-10
Sydney_127,Sydney,NSW,-33.758315,151.376362,4200,12367,34.0,20,true,18,-10
Sydney_128,Sydney,NSW,-33.911064,150.974247,4200,12367,34.0,20,true,18,-10
Sydney_129,Sydney,NSW,-33.990543,151.348137,4200,12367,34.0,20,true,18,-10
Sydney_130,Sydney,NSW,-33.669949,151.191169,4200,12367,34.0,20,true,18,-10
Sydney_131,Sydney,NSW,-34.043447,151.100709,4200,12367,34.0,20,true,18,-10
Sydney_132,Sydney,NSW,-33.835444,151.407594,4200,12367,34.0,20,true,18,-10
Sydney_133,Sydney,NSW,-33.793329,150.996805,4200,12367,34.0,20,true,18,-10
Sydney_134,Sydney,NSW,-34.05893,151.295169,4200,12367,34.0,20,true,18,-10
Sydney_135,Sydney,NSW,-33.715348,151.280265,4200,12367,34.0,20,true,18,-10
Sydney_136,Sydney,NSW,-33.954287,151.023484,4200,12367,34.0,20,true,18,-10
Sydney_137,Sydney,NSW,-33.924279,151.445328,4200,12367,34.0,20,true,18,-10
Sydney_138,Sydney,NSW,-33.71028,151.132329,4200,12367,34.0,20,true,18,-10
Sydney_139,Sydney,NSW,-34.044696,151.127304,4200,12367,34.0,20,true,18,-10
Sydney_140,Sydney,NSW,-33.773436,151.41045,4200,12367,34.0,20,true,18,-10
Sydney_141,Sydney,NSW,-33.852699,150.998205,4200,12367,34.0,20,true,18,-10
Sydney_142,Sydney,NSW,-34.003001,151.350391,4200,12367,34.0,20,true,18,-10
Sydney_143,Sydney,NSW,-33.661398,151.226853,4200,12367,34.0,20,true,18,-10
Sydney_144,Sydney,NSW,-34.000028,151.074818,4200,12367,34.0,20,true,18,-10
Sydney_145,Sydney,NSW,-33.868815,151.427401,4200,12367,34.0,20,true,18,-10
Sydney_146,Sydney,NSW,-33.711429,151.052507,4200,12367,34.0,20,true,18,-10
Sydney_147,Sydney,NSW,-34.047907,151.241775,4200,12367,34.0,20,true,18,-10
Sydney_148,Sydney,NSW,-33.702444,151.333671,4200,12367,34.0,20,true,18,-10
Sydney_149,Sydney,NSW,-33.897435,151.004772,4200,12367,34.0,20,true,18,-10
Sydney_150,Sydney,NSW,-34.000867,151.406686,4200,12367,34.0,20,true,18,-10
Sydney_151,Sydney,NSW,-33.687286,151.114658,4200,12367,34.0,20,true,18,-10
Sydney_152,Sydney,NSW,-34.054871,151.125727,4200,12367,34.0,20,true,18,-10
Sydney_153,Sydney,NSW,-33.821969,151.418145,4200,12367,34.0,20,true,18,-10
Sydney_154,Sydney,NSW,-33.77807,150.974209,4200,12367,34.0,20,true,18,-10
Sydney_155,Sydney,NSW,-34.05014,151.343561,4200,12367,34.0,20,true,18,-10
Sydney_156,Sydney,NSW,-33.685211,151.244324,4200,12367,34.0,20,true,18,-10
Sydney_157,Sydney,NSW,-33.949283,151.014385,4200,12367,34.0,20,true,18,-10
Sydney_158,Sydney,NSW,-33.891561,151.46856,4200,12367,34.0,20,true,18,-10
Sydney_159,Sydney,NSW,-33.698698,151.068646,4200,12367,34.0,20,true,18,-10
Sydney_160,Sydney,NSW,-34.08305,151.15166,4200,12367,34.0,20,true,18,-10
Sydney_161,Sydney,NSW,-33.702741,151.389436,4200,12367,34.0,20,true,18,-10
Sydney_162,Sydney,NSW,-33.884619,150.945508,4200,12367,34.0,20,true,18,-10
Sydney_163,Sydney,NSW,-34.036868,151.366209,4200,12367,34.0,20,true,18,-10
Sydney_164,Sydney,NSW,-33.644974,151.205508,4200,12367,34.0,20,true,18,-10
Sydney_165,Sydney,NSW,-34.052441,151.063162,4200,12367,34.0,20,true,18,-10
Sydney_166,Sydney,NSW,-33.819933,151.434883,4200,12367,34.0,20,true,18,-10
Sydney_167,Sydney,NSW,-33.778747,151.01134,4200,12367,34.0,20,true,18,-10
Sydney_168,Sydney,NSW,-34.076311,151.302778,4200,12367,34.0,20,true,18,-10
Sydney_169,Sydney,NSW,-33.684049,151.356704,4200,12367,34.0,20,true,18,-10
Sydney_170,Sydney,NSW,-33.929427,150.982628,4200,12367,34.0,20,true,18,-10
Sydney_171,Sydney,NSW,-33.929333,151.431518,4200,12367,34.0,20,true,18,-10
Sydney_172,Sydney,NSW,-33.681202,151.147651,4200,12367,34.0,20,true,18,-10
Sydney_173,Sydney,NSW,-34.077861,151.108134,4200,12367,34.0,20,true,18,-10
Sydney_174,Sydney,NSW,-33.747659,151.399616,4200,12367,34.0,20,true,18,-10
Sydney_175,Sydney,NSW,-33.828498,150.966565,4200,12367,34.0,20,true,18,-10
Sydney_176,Sydney,NSW,-34.024435,151.381756,4200,12367,34.0,20,true,18,-10
Sydney_177,Sydney,NSW,-33.675319,151.211946,4200,12367,34.0,20,true,18,-10
Sydney_178,Sydney,NSW,-34.012343,151.048818,4200,12367,34.0,20,true,18,-10
Sydney_179,Sydney,NSW,-33.851503,151.450274,4200,12367,34.0,20,true,18,-10
Sydney_180,Sydney,NSW,-33.700143,151.057541,4200,12367,34.0,20,true,18,-10
Sydney_181,Sydney,NSW,-34.071526,151.232651,4200,12367,34.0,20,true,18,-10
Sydney_182,Sydney,NSW,-33.701627,151.37232,4200,12367,34.0,20,true,18,-10
Sydney_183,Sydney,NSW,-33.884552,150.946724,4200,12367,34.0,20,true,18,-10
Sydney_184,Sydney,NSW,-34.014403,151.415487,4200,12367,34.0,20,true,18,-10
Sydney_185,Sydney,NSW,-33.631538,151.19677,4200,12367,34.0,20,true,18,-10
Sydney_186,Sydney,NSW,-34.064021,151.070651,4200,12367,34.0,20,true,18,-10
Sydney_187,Sydney,NSW,-33.787958,151.462782,4200,12367,34.0,20,true,18,-10
Sydney_188,Sydney,NSW,-33.774323,151.001144,4200,12367,34.0,20,true,18,-10
Sydney_189,Sydney,NSW,-34.059011,151.31343,4200,12367,34.0,20,true,18,-10
Sydney_190,Sydney,NSW,-33.653032,151.326343,4200,12367,34.0,20,true,18,-10
Sydney_191,Sydney,NSW,-33.974058,150.991556,4200,12367,34.0,20,true,18,-10
Sydney_192,Sydney,NSW,-33.939702,151.453537,4200,12367,34.0,20,true,18,-10
Sydney_193,Sydney,NSW,-33.685425,151.083408,4200,12367,34.0,20,true,18,-10
Sydney_194,Sydney,NSW,-34.074772,151.129476,4200,12367,34.0,20,true,18,-10
Sydney_195,Sydney,NSW,-33.706612,151.407255,4200,12367,34.0,20,true,18,-10
Sydney_196,Sydney,NSW,-33.873032,150.934465,4200,12367,34.0,20,true,18,-10
Sydney_197,Sydney,NSW,-34.045589,151.375734,4200,12367,34.0,20,true,18,-10
Sydney_198,Sydney,NSW,-33.658677,151.253285,4200,12367,34.0,20,true,18,-10
Sydney_199,Sydney,NSW,-34.029955,151.015814,4200,12367,34.0,20,true,18,-10
Sydney_200,Sydney,NSW,-33.841521,151.475265,4200,12367,34.0,20,true,18,-10
Sydney_201,Sydney,NSW,-33.734202,151.013441,4200,12367,34.0,20,true,18,-10
Sydney_202,Sydney,NSW,-34.111343,151.253207,4200,12367,34.0,20,true,18,-10
Sydney_203,Sydney,NSW,-33.683474,151.327678,4200,12367,34.0,20,true,18,-10
Sydney_204,Sydney,NSW,-33.894156,150.936849,4200,12367,34.0,20,true,18,-10
Sydney_205,Sydney,NSW,-33.963973,151.445741,4200,12367,34.0,20,true,18,-10
Sydney_206,Sydney,NSW,-33.649472,151.087262,4200,12367,34.0,20,true,18,-10
Sydney_207,Sydney,NSW,-34.068806,151.119587,4200,12367,34.0,20,true,18,-10
Sydney_208,Sydney,NSW,-33.802555,151.441974,4200,12367,34.0,20,true,18,-10
Sydney_209,Sydney,NSW,-33.778931,150.956016,4200,12367,34.0,20,true,18,-10
Sydney_210,Sydney,NSW,-34.037282,151.353982,4200,12367,34.0,20,true,18,-10
Melbourne_1,Melbourne,VIC,-37.814261,144.975307,4800,9993,48.0,20,true,18,-10
Melbourne_2,Melbourne,VIC,-37.801298,144.94852,4800,9993,48.0,20,true,18,-10
Melbourne_3,Melbourne,VIC,-37.833827,144.965158,4800,9993,48.0,20,true,18,-10
Melbourne_4,Melbourne,VIC,-37.795746,144.97898,4800,9993,48.0,20,true,18,-10
Melbourne_5,Melbourne,VIC,-37.821556,144.926144,4800,9993,48.0,20,true,18,-10
Melbourne_6,Melbourne,VIC,-37.833612,144.993069,4800,9993,48.0,20,true,18,-10
Melbourne_7,Melbourne,VIC,-37.776881,144.955379,4800,9993,48.0,20,true,18,-10
Melbourne_8,Melbourne,VIC,-37.843246,144.944037,4800,9993,48.0,20,true,18,-10
Melbourne_9,Melbourne,VIC,-37.802733,145.01426,4800,9993,48.0,20,true,18,-10
Melbourne_10,Melbourne,VIC,-37.796657,144.911814,4800,9993,48.0,20,true,18,-10
Melbourne_11,Melbourne,VIC,-37.856422,144.991665,4800,9993,48.0,20,true,18,-10
Melbourne_12,Melbourne,VIC,-37.765925,144.980101,4800,9993,48.0,20,true,18,-10
Melbourne_13,Melbourne,VIC,-37.843251,144.914112,4800,9993,48.0,20,true,18,-10
Melbourne_14,Melbourne,VIC,-37.821224,145.024536,4800,9993,48.0,20,true,18,-10
Melbourne_15,Melbourne,VIC,-37.775218,144.920237,4800,9993,48.0,20,true,18,-10
Melbourne_16,Melbourne,VIC,-37.869512,144.962713,4800,9993,48.0,20,true,18,-10
Melbourne_17,Melbourne,VIC,-37.781246,145.012996,4800,9993,48.0,20,true,18,-10
Melbourne_18,Melbourne,VIC,-37.807057,144.890567,4800,9993,48.0,20,true,18,-10
Melbourne_19,Melbourne,VIC,-37.851179,145.018935,4800,9993,48.0,20,true,18,-10
Melbourne_20,Melbourne,VIC,-37.758219,144.956911,4800,9993,48.0,20,true,18,-10
Melbourne_21,Melbourne,VIC,-37.852923,144.909326,4800,9993,48.0,20,true,18,-10
Melbourne_22,Melbourne,VIC,-37.810317,145.038074,4800,9993,48.0,20,true,18,-10
Melbourne_23,Melbourne,VIC,-37.781375,144.90202,4800,9993,48.0,20,true,18,-10
Melbourne_24,Melbourne,VIC,-37.880991,144.974678,4800,9993,48.0,20,true,18,-10
Melbourne_25,Melbourne,VIC,-37.760476,144.996188,4800,9993,48.0,20,true,18,-10
Melbourne_26,Melbourne,VIC,-37.832813,144.880119,4800,9993,48.0,20,true,18,-10
Melbourne_27,Melbourne,VIC,-37.842464,145.035856,4800,9993,48.0,20,true,18,-10
Melbourne_28,Melbourne,VIC,-37.742709,144.927867,4800,9993,48.0,20,true,18,-10
Melbourne_29,Melbourne,VIC,-37.884741,144.933439,4800,9993,48.0,20,true,18,-10
Melbourne_30,Melbourne,VIC,-37.77081,145.043607,4800,9993,48.0,20,true,18,-10
Melbourne_31,Melbourne,VIC,-37.79493,144.88365,4800,9993,48.0,20,true,18,-10
Melbourne_32,Melbourne,VIC,-37.882629,145.013302,4800,9993,48.0,20,true,18,-10
Melbourne_33,Melbourne,VIC,-37.730139,144.969287,4800,9993,48.0,20,true,18,-10
Melbourne_34,Melbourne,VIC,-37.862353,144.879674,4800,9993,48.0,20,true,18,-10
Melbourne_35,Melbourne,VIC,-37.819471,145.064435,4800,9993,48.0,20,true,18,-10
Melbourne_36,Melbourne,VIC,-37.75505,144.905241,4800,9993,48.0,20,true,18,-10
Melbourne_37,Melbourne,VIC,-37.886094,144.961606,4800,9993,48.0,20,true,18,-10
Melbourne_38,Melbourne,VIC,-37.753962,145.039429,4800,9993,48.0,20,true,18,-10
Melbourne_39,Melbourne,VIC,-37.818774,144.866215,4800,9993,48.0,20,true,18,-10
Melbourne_40,Melbourne,VIC,-37.861107,145.039916,4800,9993,48.0,20,true,18,-10
Melbourne_41,Melbourne,VIC,-37.739892,144.942184,4800,9993,48.0,20,true,18,-10
Melbourne_42,Melbourne,VIC,-37.886327,144.901039,4800,9993,48.0,20,true,18,-10
Melbourne_43,Melbourne,VIC,-37.80333,145.076029,4800,9993,48.0,20,true,18,-10
Melbourne_44,Melbourne,VIC,-37.765498,144.871025,4800,9993,48.0,20,true,18,-10
Melbourne_45,Melbourne,VIC,-37.898718,144.986277,4800,9993,48.0,20,true,18,-10
Melbourne_46,Melbourne,VIC,-37.737082,145.013341,4800,9993,48.0,20,true,18,-10
Melbourne_47,Melbourne,VIC,-37.858388,144.865913,4800,9993,48.0,20,true,18,-10
Melbourne_48,Melbourne,VIC,-37.835599,145.085326,4800,9993,48.0,20,true,18,-10
Melbourne_49,Melbourne,VIC,-37.738239,144.916405,4800,9993,48.0,20,true,18,-10
Melbourne_50,Melbourne,VIC,-37.902685,144.920423,4800,9993,48.0,20,true,18,-10
Melbourne_51,Melbourne,VIC,-37.749841,145.045972,4800,9993,48.0,20,true,18,-10
Melbourne_52,Melbourne,VIC,-37.806172,144.834261,4800,9993,48.0,20,true,18,-10
Melbourne_53,Melbourne,VIC,-37.888724,145.051622,4800,9993,48.0,20,true,18,-10
Melbourne_54,Melbourne,VIC,-37.72343,144.950941,4800,9993,48.0,20,true,18,-10
Melbourne_55,Melbourne,VIC,-37.868413,144.870884,4800,9993,48.0,20,true,18,-10
Melbourne_56,Melbourne,VIC,-37.820852,145.093558,4800,9993,48.0,20,true,18,-10
Melbourne_57,Melbourne,VIC,-37.755587,144.869757,4800,9993,48.0,20,true,18,-10
Melbourne_58,Melbourne,VIC,-37.919285,144.990194,4800,9993,48.0,20,true,18,-10
Melbourne_59,Melbourne,VIC,-37.734433,145.049111,4800,9993,48.0,20,true,18,-10
Melbourne_60,Melbourne,VIC,-37.842159,144.849402,4800,9993,48.0,20,true,18,-10
Melbourne_61,Melbourne,VIC,-37.860337,145.09607,4800,9993,48.0,20,true,18,-10
Melbourne_62,Melbourne,VIC,-37.72218,144.940577,4800,9993,48.0,20,true,18,-10
Melbourne_63,Melbourne,VIC,-37.911108,144.897907,4800,9993,48.0,20,true,18,-10
Melbourne_64,Melbourne,VIC,-37.760079,145.07554,4800,9993,48.0,20,true,18,-10
Melbourne_65,Melbourne,VIC,-37.787863,144.844768,4800,9993,48.0,20,true,18,-10
Melbourne_66,Melbourne,VIC,-37.908931,145.036452,4800,9993,48.0,20,true,18,-10
Melbourne_67,Melbourne,VIC,-37.706468,145.017039,4800,9993,48.0,20,true,18,-10
Melbourne_68,Melbourne,VIC,-37.885154,144.853059,4800,9993,48.0,20,true,18,-10
Melbourne_69,Melbourne,VIC,-37.84843,145.112108,4800,9993,48.0,20,true,18,-10
Melbourne_70,Melbourne,VIC,-37.735513,144.869955,4800,9993,48.0,20,true,18,-10
Melbourne_71,Melbourne,VIC,-37.922351,144.9492,4800,9993,48.0,20,true,18,-10
Melbourne_72,Melbourne,VIC,-37.739499,145.063569,4800,9993,48.0,20,true,18,-10
Melbourne_73,Melbourne,VIC,-37.828565,144.809561,4800,9993,48.0,20,true,18,-10
Melbourne_74,Melbourne,VIC,-37.909539,145.068002,4800,9993,48.0,20,true,18,-10
Melbourne_75,Melbourne,VIC,-37.691282,144.941127,4800,9993,48.0,20,true,18,-10
Melbourne_76,Melbourne,VIC,-37.909744,144.883735,4800,9993,48.0,20,true,18,-10
Melbourne_77,Melbourne,VIC,-37.780998,145.121126,4800,9993,48.0,20,true,18,-10
Melbourne_78,Melbourne,VIC,-37.739954,144.834186,4800,9993,48.0,20,true,18,-10
Melbourne_79,Melbourne,VIC,-37.927206,145.004884,4800,9993,48.0,20,true,18,-10
Melbourne_80,Melbourne,VIC,-37.703343,145.037622,4800,9993,48.0,20,true,18,-10
Melbourne_81,Melbourne,VIC,-37.850662,144.805852,4800,9993,48.0,20,true,18,-10
Melbourne_82,Melbourne,VIC,-37.843982,145.096071,4800,9993,48.0,20,true,18,-10
Melbourne_83,Melbourne,VIC,-37.717595,144.88524,4800,9993,48.0,20,true,18,-10
Melbourne_84,Melbourne,VIC,-37.933367,144.915386,4800,9993,48.0,20,true,18,-10
Melbourne_85,Melbourne,VIC,-37.761701,145.08506,4800,9993,48.0,20,true,18,-10
Melbourne_86,Melbourne,VIC,-37.802967,144.818566,4800,9993,48.0,20,true,18,-10
Melbourne_87,Melbourne,VIC,-37.928326,145.048196,4800,9993,48.0,20,true,18,-10
