franchise,city,state,latitude,longitude,total_locations,norm_per_100,dot_represents
Gloria Jean's,Wollongong,NSW,-34.41792,150.88073,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Wollongong,NSW,-34.42125,150.89494,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Wollongong,NSW,-34.42356,150.89533,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Wollongong,NSW,-34.42188,150.89132,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Wollongong,NSW,-34.40723,150.90617,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Wollongong,NSW,-34.42244,150.88829,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Wollongong,NSW,-34.43505,150.89786,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Wollongong,NSW,-34.42095,150.89708,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.78429,144.92977,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.82239,144.93603,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.87881,144.93738,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.82153,144.95631,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.83304,144.95126,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.82834,144.9601,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.79928,144.99383,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.83441,144.96449,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.83352,144.98646,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.8835,144.94446,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.85424,144.90228,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.77308,144.93009,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.82582,144.94806,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.80323,144.9686,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.81347,144.93191,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.81422,144.96433,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.80783,144.95501,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.88842,144.9202,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.7572,144.96963,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.8035,144.9269,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.76095,145.08483,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.88316,145.00237,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.88856,144.97737,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.80925,144.95713,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.80445,144.94711,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.74485,144.93417,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.89077,145.06773,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.82159,144.96678,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.80186,144.93164,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.79364,145.01577,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.75856,144.93141,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.77181,144.93163,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.79392,145.07819,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.86398,144.98986,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.85628,144.94321,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.81049,145.00091,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.79332,144.92719,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.81652,144.92165,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.81753,144.9337,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.815,144.98708,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.74662,145.01429,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.84117,144.88643,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.80883,144.99891,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.78669,144.97374,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.79441,144.95486,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.81414,144.96569,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.78288,144.87842,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.81317,145.01496,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.83405,145.02367,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.82374,145.04649,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.7859,144.94001,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.79835,144.98112,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.81415,144.94756,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.77986,144.96774,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.82739,144.9761,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.80229,144.92794,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.74217,145.04356,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.81506,144.9629,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.70672,144.95743,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.83937,144.94012,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.85655,145.01401,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.81575,144.95503,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.87673,144.92987,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.80378,144.9391,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.81069,144.96299,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.83219,144.96549,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.84414,144.97369,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.8104,144.98724,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.80957,144.96524,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.81036,144.97717,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.83381,145.01082,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Melbourne,VIC,-37.77258,144.96138,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Geelong,VIC,-38.15363,144.36109,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Geelong,VIC,-38.14655,144.36557,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Geelong,VIC,-38.14382,144.35962,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Geelong,VIC,-38.12156,144.35972,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Geelong,VIC,-38.14756,144.37262,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Geelong,VIC,-38.13141,144.3646,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Geelong,VIC,-38.13917,144.34875,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Geelong,VIC,-38.14526,144.35813,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Geelong,VIC,-38.15153,144.34892,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Geelong,VIC,-38.15627,144.36375,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Ballarat,VIC,-37.56134,143.85015,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Ballarat,VIC,-37.56214,143.84981,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Ballarat,VIC,-37.56199,143.85385,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Ballarat,VIC,-37.55459,143.86075,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Ballarat,VIC,-37.56282,143.85598,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Ballarat,VIC,-37.55141,143.83749,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Ballarat,VIC,-37.56949,143.85105,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Brisbane,QLD,-27.47287,153.03072,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Brisbane,QLD,-27.52873,153.05144,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Brisbane,QLD,-27.46626,153.02538,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Brisbane,QLD,-27.37942,153.04567,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Brisbane,QLD,-27.41192,152.99209,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Brisbane,QLD,-27.50391,152.98599,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Brisbane,QLD,-27.42947,153.02798,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Brisbane,QLD,-27.46837,153.04326,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Brisbane,QLD,-27.50472,153.02445,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Brisbane,QLD,-27.48838,153.0244,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Brisbane,QLD,-27.46228,153.02421,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Brisbane,QLD,-27.5523,152.99838,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Brisbane,QLD,-27.45571,152.99399,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Brisbane,QLD,-27.47034,153.043,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Brisbane,QLD,-27.51849,152.95552,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Brisbane,QLD,-27.45922,153.04149,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Brisbane,QLD,-27.4677,153.02539,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Brisbane,QLD,-27.47671,153.04091,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Brisbane,QLD,-27.4319,152.88235,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Brisbane,QLD,-27.46577,153.03405,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Brisbane,QLD,-27.46349,153.08452,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Brisbane,QLD,-27.48666,153.04203,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Brisbane,QLD,-27.42933,153.04336,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Brisbane,QLD,-27.48862,152.98709,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Brisbane,QLD,-27.46895,153.03557,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Brisbane,QLD,-27.49323,153.01112,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Brisbane,QLD,-27.47178,153.07359,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Brisbane,QLD,-27.47127,153.02953,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Brisbane,QLD,-27.43224,153.01596,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Brisbane,QLD,-27.52864,153.00018,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Brisbane,QLD,-27.47005,153.03183,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Brisbane,QLD,-27.48515,153.03713,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Brisbane,QLD,-27.48359,153.02617,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Brisbane,QLD,-27.45828,153.02442,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Brisbane,QLD,-27.47002,153.02584,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Brisbane,QLD,-27.37141,153.09819,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Brisbane,QLD,-27.42315,153.01793,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Brisbane,QLD,-27.51106,153.05084,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Brisbane,QLD,-27.40507,153.02563,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Brisbane,QLD,-27.5005,152.97725,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Brisbane,QLD,-27.4029,153.04166,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Brisbane,QLD,-27.46871,153.02546,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Gold Coast,QLD,-28.00787,153.36956,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Gold Coast,QLD,-28.017,153.39998,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Gold Coast,QLD,-28.01297,153.40336,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Gold Coast,QLD,-28.01714,153.38955,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Gold Coast,QLD,-28.02102,153.39475,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Gold Coast,QLD,-28.01857,153.39514,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Gold Coast,QLD,-28.03297,153.40361,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Gold Coast,QLD,-28.02483,153.40201,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Gold Coast,QLD,-28.01654,153.39928,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Gold Coast,QLD,-28.01552,153.4027,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Gold Coast,QLD,-28.01402,153.38754,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Gold Coast,QLD,-28.01969,153.40684,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Gold Coast,QLD,-28.01993,153.40056,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Gold Coast,QLD,-28.02634,153.39876,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Gold Coast,QLD,-28.0284,153.39652,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Gold Coast,QLD,-28.03448,153.38386,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Sunshine Coast,QLD,-26.6489,153.06896,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Sunshine Coast,QLD,-26.65149,153.06802,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Sunshine Coast,QLD,-26.64828,153.0664,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Sunshine Coast,QLD,-26.65246,153.06497,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Sunshine Coast,QLD,-26.63926,153.06699,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Sunshine Coast,QLD,-26.64762,153.06511,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Sunshine Coast,QLD,-26.64678,153.07999,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Sunshine Coast,QLD,-26.65824,153.09175,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Sunshine Coast,QLD,-26.65667,153.07944,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Sunshine Coast,QLD,-26.66272,153.0533,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Townsville,QLD,-19.26146,146.81364,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Townsville,QLD,-19.2711,146.80021,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Townsville,QLD,-19.25973,146.81494,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Townsville,QLD,-19.26224,146.80115,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Townsville,QLD,-19.25826,146.82307,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Townsville,QLD,-19.25573,146.82033,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Townsville,QLD,-19.25347,146.83678,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Cairns,QLD,-16.9205,145.77388,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Cairns,QLD,-16.92187,145.77975,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Cairns,QLD,-16.92075,145.78435,400,14.47,1 dot ≈ 1 location
Gloria Jean's,Cairns,QLD,-16.91991,145.77762,400,14.47,1 dot ≈ 1 location
