dot_id,place,state,latitude,longitude,cafe_count_proxy,analysis_area_km2,cafes_per_100km2,dot_value_cafes
Sydney_62,Sydney,NSW,-33.821953,151.191783,4200,12367,34.0,5
Sydney_63,Sydney,NSW,-33.915601,151.178944,4200,12367,34.0,5
Sydney_64,Sydney,NSW,-33.845613,151.266039,4200,12367,34.0,5
Sydney_65,Sydney,NSW,-33.851732,151.155155,4200,12367,34.0,5
Sydney_66,Sydney,NSW,-33.911788,151.233489,4200,12367,34.0,5
Sydney_67,Sydney,NSW,-33.817806,151.226475,4200,12367,34.0,5
Sydney_68,Sydney,NSW,-33.897196,151.160877,4200,12367,34.0,5
Sydney_69,Sydney,NSW,-33.875744,151.271559,4200,12367,34.0,5
Sydney_70,Sydney,NSW,-33.823943,151.168499,4200,12367,34.0,5
Sydney_71,Sydney,NSW,-33.917906,151.204426,4200,12367,34.0,5
Sydney_72,Sydney,NSW,-33.828577,151.255818,4200,12367,34.0,5
Sydney_73,Sydney,NSW,-33.865034,151.144923,4200,12367,34.0,5
Sydney_74,Sydney,NSW,-33.908251,151.257645,4200,12367,34.0,5
Sydney_75,Sydney,NSW,-33.813156,151.199707,4200,12367,34.0,5
Sydney_76,Sydney,NSW,-33.915393,151.166401,4200,12367,34.0,5
Sydney_77,Sydney,NSW,-33.858586,151.278509,4200,12367,34.0,5
Sydney_78,Sydney,NSW,-33.835391,151.149603,4200,12367,34.0,5
Sydney_79,Sydney,NSW,-33.923727,151.222958,4200,12367,34.0,5
Sydney_80,Sydney,NSW,-33.820163,151.236055,4200,12367,34.0,5
Sydney_81,Sydney,NSW,-33.885705,151.146332,4200,12367,34.0,5
Sydney_82,Sydney,NSW,-33.885951,151.269866,4200,12367,34.0,5
Sydney_83,Sydney,NSW,-33.814452,151.1819,4200,12367,34.0,5
Sydney_84,Sydney,NSW,-33.924358,151.188352,4200,12367,34.0,5
Sydney_85,Sydney,NSW,-33.842118,151.268071,4200,12367,34.0,5
Sydney_86,Sydney,NSW,-33.851338,151.137853,4200,12367,34.0,5
Sydney_87,Sydney,NSW,-33.911214,151.251538,4200,12367,34.0,5
Sydney_88,Sydney,NSW,-33.807409,151.213622,4200,12367,34.0,5
Sydney_89,Sydney,NSW,-33.906313,151.153593,4200,12367,34.0,5
Sydney_90,Sydney,NSW,-33.866979,151.286121,4200,12367,34.0,5
Sydney_91,Sydney,NSW,-33.822658,151.155989,4200,12367,34.0,5
Sydney_92,Sydney,NSW,-33.931657,151.210665,4200,12367,34.0,5
Sydney_93,Sydney,NSW,-33.816741,151.255733,4200,12367,34.0,5
Sydney_94,Sydney,NSW,-33.873556,151.139035,4200,12367,34.0,5
Sydney_95,Sydney,NSW,-33.906211,151.270328,4200,12367,34.0,5
Sydney_96,Sydney,NSW,-33.80946,151.192751,4200,12367,34.0,5
Sydney_97,Sydney,NSW,-33.923009,151.175361,4200,12367,34.0,5
Sydney_98,Sydney,NSW,-33.846952,151.276532,4200,12367,34.0,5
Sydney_99,Sydney,NSW,-33.840935,151.140558,4200,12367,34.0,5
Sydney_100,Sydney,NSW,-33.929578,151.238955,4200,12367,34.0,5
Sydney_101,Sydney,NSW,-33.805678,151.230619,4200,12367,34.0,5
Sydney_102,Sydney,NSW,-33.901268,151.139222,4200,12367,34.0,5
Sydney_103,Sydney,NSW,-33.880845,151.280658,4200,12367,34.0,5
Sydney_104,Sydney,NSW,-33.815359,151.172364,4200,12367,34.0,5
Sydney_105,Sydney,NSW,-33.933685,151.1994,4200,12367,34.0,5
Sydney_106,Sydney,NSW,-33.826838,151.271586,4200,12367,34.0,5
Sydney_107,Sydney,NSW,-33.8606,151.13466,4200,12367,34.0,5
Sydney_108,Sydney,NSW,-33.913409,151.26195,4200,12367,34.0,5
Sydney_109,Sydney,NSW,-33.800304,151.206104,4200,12367,34.0,5
Sydney_110,Sydney,NSW,-33.912122,151.156338,4200,12367,34.0,5
Sydney_111,Sydney,NSW,-33.861038,151.292985,4200,12367,34.0,5
Sydney_112,Sydney,NSW,-33.826856,151.141409,4200,12367,34.0,5
Sydney_113,Sydney,NSW,-33.934096,151.220312,4200,12367,34.0,5
Sydney_114,Sydney,NSW,-33.81114,151.258002,4200,12367,34.0,5
Sydney_115,Sydney,NSW,-33.883983,151.125538,4200,12367,34.0,5
Sydney_116,Sydney,NSW,-33.89837,151.285323,4200,12367,34.0,5
Sydney_117,Sydney,NSW,-33.80227,151.175964,4200,12367,34.0,5
Sydney_118,Sydney,NSW,-33.927892,151.178058,4200,12367,34.0,5
Sydney_119,Sydney,NSW,-33.840109,151.285565,4200,12367,34.0,5
Sydney_120,Sydney,NSW,-33.846041,151.123827,4200,12367,34.0,5
Sydney_121,Sydney,NSW,-33.930946,151.255272,4200,12367,34.0,5
Sydney_122,Sydney,NSW,-33.803643,151.22454,4200,12367,34.0,5
Sydney_123,Sydney,NSW,-33.91275,151.138416,4200,12367,34.0,5
Sydney_124,Sydney,NSW,-33.871611,151.294235,4200,12367,34.0,5
Sydney_125,Sydney,NSW,-33.815846,151.155451,4200,12367,34.0,5
Sydney_126,Sydney,NSW,-33.937612,151.210034,4200,12367,34.0,5
Sydney_127,Sydney,NSW,-33.818336,151.267974,4200,12367,34.0,5
Sydney_128,Sydney,NSW,-33.877402,151.119801,4200,12367,34.0,5
Sydney_129,Sydney,NSW,-33.918965,151.274812,4200,12367,34.0,5
Sydney_130,Sydney,NSW,-33.798255,151.198038,4200,12367,34.0,5
Sydney_131,Sydney,NSW,-33.930052,151.165157,4200,12367,34.0,5
Sydney_132,Sydney,NSW,-33.851889,151.293152,4200,12367,34.0,5
Sydney_133,Sydney,NSW,-33.833582,151.134603,4200,12367,34.0,5
Sydney_134,Sydney,NSW,-33.941774,151.241785,4200,12367,34.0,5
Sydney_135,Sydney,NSW,-33.805079,151.24356,4200,12367,34.0,5
Sydney_136,Sydney,NSW,-33.89304,151.131639,4200,12367,34.0,5
Sydney_137,Sydney,NSW,-33.89215,151.288072,4200,12367,34.0,5
Sydney_138,Sydney,NSW,-33.807563,151.167893,4200,12367,34.0,5
Sydney_139,Sydney,NSW,-33.945556,151.190553,4200,12367,34.0,5
Sydney_140,Sydney,NSW,-33.828094,151.288465,4200,12367,34.0,5
Sydney_141,Sydney,NSW,-33.859391,151.112807,4200,12367,34.0,5
Sydney_142,Sydney,NSW,-33.931766,151.264125,4200,12367,34.0,5
Sydney_143,Sydney,NSW,-33.79523,151.217125,4200,12367,34.0,5
Sydney_144,Sydney,NSW,-33.919477,151.134871,4200,12367,34.0,5
Sydney_145,Sydney,NSW,-33.865974,151.298907,4200,12367,34.0,5
Sydney_146,Sydney,NSW,-33.818832,151.13151,4200,12367,34.0,5
Sydney_147,Sydney,NSW,-33.939716,151.223024,4200,12367,34.0,5
Sydney_148,Sydney,NSW,-33.804387,151.25922,4200,12367,34.0,5
Sydney_149,Sydney,NSW,-33.884836,151.11155,4200,12367,34.0,5
Sydney_150,Sydney,NSW,-33.913593,151.292359,4200,12367,34.0,5
Sydney_151,Sydney,NSW,-33.793892,151.184808,4200,12367,34.0,5
Sydney_152,Sydney,NSW,-33.940192,151.158269,4200,12367,34.0,5
Sydney_153,Sydney,NSW,-33.837289,151.302401,4200,12367,34.0,5
Sydney_154,Sydney,NSW,-33.839311,151.127354,4200,12367,34.0,5
Sydney_155,Sydney,NSW,-33.942663,151.25444,4200,12367,34.0,5
Sydney_156,Sydney,NSW,-33.792153,151.229803,4200,12367,34.0,5
Sydney_157,Sydney,NSW,-33.907428,151.131351,4200,12367,34.0,5
Sydney_158,Sydney,NSW,-33.878668,151.306663,4200,12367,34.0,5
Sydney_159,Sydney,NSW,-33.801781,151.147063,4200,12367,34.0,5
Sydney_160,Sydney,NSW,-33.942864,151.204453,4200,12367,34.0,5
Sydney_161,Sydney,NSW,-33.816766,151.283084,4200,12367,34.0,5
Sydney_162,Sydney,NSW,-33.86337,151.114941,4200,12367,34.0,5
Sydney_163,Sydney,NSW,-33.919767,151.281989,4200,12367,34.0,5
Sydney_164,Sydney,NSW,-33.784528,151.208674,4200,12367,34.0,5
Sydney_165,Sydney,NSW,-33.92536,151.146931,4200,12367,34.0,5
Sydney_166,Sydney,NSW,-33.85912,151.308421,4200,12367,34.0,5
Sydney_167,Sydney,NSW,-33.81702,151.127088,4200,12367,34.0,5
Sydney_168,Sydney,NSW,-33.945,151.229643,4200,12367,34.0,5
Sydney_169,Sydney,NSW,-33.801929,151.25633,4200,12367,34.0,5
Sydney_170,Sydney,NSW,-33.894765,151.119044,4200,12367,34.0,5
Sydney_171,Sydney,NSW,-33.903946,151.303938,4200,12367,34.0,5
Sydney_172,Sydney,NSW,-33.788786,151.166296,4200,12367,34.0,5
Sydney_173,Sydney,NSW,-33.943144,151.171348,4200,12367,34.0,5
Sydney_174,Sydney,NSW,-33.829883,151.306799,4200,12367,34.0,5
Sydney_175,Sydney,NSW,-33.848863,151.11382,4200,12367,34.0,5
Sydney_176,Sydney,NSW,-33.9446,151.26601,4200,12367,34.0,5
Sydney_177,Sydney,NSW,-33.787911,151.223756,4200,12367,34.0,5
Sydney_178,Sydney,NSW,-33.922183,151.133048,4200,12367,34.0,5
Sydney_179,Sydney,NSW,-33.875363,151.314397,4200,12367,34.0,5
Sydney_180,Sydney,NSW,-33.80762,151.132841,4200,12367,34.0,5
Sydney_181,Sydney,NSW,-33.955229,151.210768,4200,12367,34.0,5
Sydney_182,Sydney,NSW,-33.80041,151.282279,4200,12367,34.0,5
Sydney_183,Sydney,NSW,-33.872328,151.104841,4200,12367,34.0,5
Sydney_184,Sydney,NSW,-33.921381,151.290324,4200,12367,34.0,5
Sydney_185,Sydney,NSW,-33.782858,151.182346,4200,12367,34.0,5
Sydney_186,Sydney,NSW,-33.940215,151.150766,4200,12367,34.0,5
Sydney_187,Sydney,NSW,-33.846709,151.316326,4200,12367,34.0,5
Sydney_188,Sydney,NSW,-33.835842,151.114623,4200,12367,34.0,5
Sydney_189,Sydney,NSW,-33.954368,151.243737,4200,12367,34.0,5
Sydney_190,Sydney,NSW,-33.790583,151.245787,4200,12367,34.0,5
Sydney_191,Sydney,NSW,-33.910802,151.118419,4200,12367,34.0,5
Sydney_192,Sydney,NSW,-33.889457,151.317324,4200,12367,34.0,5
Sydney_193,Sydney,NSW,-33.791617,151.147829,4200,12367,34.0,5
Sydney_194,Sydney,NSW,-33.948093,151.185693,4200,12367,34.0,5
Sydney_195,Sydney,NSW,-33.809208,151.297296,4200,12367,34.0,5
Sydney_196,Sydney,NSW,-33.86308,151.096057,4200,12367,34.0,5
Sydney_197,Sydney,NSW,-33.932397,151.278344,4200,12367,34.0,5
Sydney_198,Sydney,NSW,-33.784485,151.203843,4200,12367,34.0,5
Sydney_199,Sydney,NSW,-33.936115,151.127435,4200,12367,34.0,5
Sydney_200,Sydney,NSW,-33.86661,151.322168,4200,12367,34.0,5
Sydney_201,Sydney,NSW,-33.819854,151.125804,4200,12367,34.0,5
Sydney_202,Sydney,NSW,-33.960989,151.228614,4200,12367,34.0,5
Sydney_203,Sydney,NSW,-33.790924,151.271941,4200,12367,34.0,5
Sydney_204,Sydney,NSW,-33.894881,151.101986,4200,12367,34.0,5
Sydney_205,Sydney,NSW,-33.905961,151.300535,4200,12367,34.0,5
Sydney_206,Sydney,NSW,-33.780372,151.171511,4200,12367,34.0,5
Sydney_207,Sydney,NSW,-33.953788,151.157807,4200,12367,34.0,5
Sydney_208,Sydney,NSW,-33.830093,151.302172,4200,12367,34.0,5
Sydney_209,Sydney,NSW,-33.844281,151.106663,4200,12367,34.0,5
Sydney_210,Sydney,NSW,-33.954857,151.262392,4200,12367,34.0,5
Sydney_211,Sydney,NSW,-33.780199,151.230991,4200,12367,34.0,5
Sydney_212,Sydney,NSW,-33.922945,151.121167,4200,12367,34.0,5
Sydney_213,Sydney,NSW,-33.88395,151.319498,4200,12367,34.0,5
Sydney_214,Sydney,NSW,-33.791101,151.141202,4200,12367,34.0,5
Sydney_215,Sydney,NSW,-33.962841,151.20471,4200,12367,34.0,5
Sydney_216,Sydney,NSW,-33.807069,151.291727,4200,12367,34.0,5
Sydney_217,Sydney,NSW,-33.876597,151.103472,4200,12367,34.0,5
Sydney_218,Sydney,NSW,-33.934633,151.290394,4200,12367,34.0,5
Sydney_219,Sydney,NSW,-33.771615,151.199621,4200,12367,34.0,5
Sydney_220,Sydney,NSW,-33.945988,151.141398,4200,12367,34.0,5
Sydney_221,Sydney,NSW,-33.852598,151.320724,4200,12367,34.0,5
Sydney_222,Sydney,NSW,-33.811525,151.107582,4200,12367,34.0,5
Sydney_223,Sydney,NSW,-33.963972,151.236045,4200,12367,34.0,5
Sydney_224,Sydney,NSW,-33.7767,151.256084,4200,12367,34.0,5
Sydney_225,Sydney,NSW,-33.910503,151.098749,4200,12367,34.0,5
Sydney_226,Sydney,NSW,-33.894288,151.313594,4200,12367,34.0,5
Sydney_227,Sydney,NSW,-33.782091,151.155057,4200,12367,34.0,5
Sydney_228,Sydney,NSW,-33.956086,151.176586,4200,12367,34.0,5
Sydney_229,Sydney,NSW,-33.820153,151.313837,4200,12367,34.0,5
Sydney_230,Sydney,NSW,-33.848284,151.101063,4200,12367,34.0,5
Sydney_231,Sydney,NSW,-33.94713,151.278607,4200,12367,34.0,5
Sydney_232,Sydney,NSW,-33.768548,151.22652,4200,12367,34.0,5
Sydney_233,Sydney,NSW,-33.939659,151.118675,4200,12367,34.0,5
Sydney_234,Sydney,NSW,-33.875425,151.32944,4200,12367,34.0,5
Sydney_235,Sydney,NSW,-33.799864,151.118997,4200,12367,34.0,5
Sydney_236,Sydney,NSW,-33.959186,151.210809,4200,12367,34.0,5
Sydney_237,Sydney,NSW,-33.790987,151.287429,4200,12367,34.0,5
Sydney_238,Sydney,NSW,-33.88419,151.099805,4200,12367,34.0,5
Sydney_239,Sydney,NSW,-33.918336,151.317356,4200,12367,34.0,5
Sydney_240,Sydney,NSW,-33.770612,151.176543,4200,12367,34.0,5
Sydney_241,Sydney,NSW,-33.952847,151.155366,4200,12367,34.0,5
Sydney_242,Sydney,NSW,-33.832284,151.328586,4200,12367,34.0,5
Sydney_243,Sydney,NSW,-33.834232,151.102051,4200,12367,34.0,5
Sydney_244,Sydney,NSW,-33.952261,151.259992,4200,12367,34.0,5
Sydney_245,Sydney,NSW,-33.777624,151.249991,4200,12367,34.0,5
Sydney_246,Sydney,NSW,-33.919844,151.097637,4200,12367,34.0,5
Sydney_247,Sydney,NSW,-33.887272,151.335452,4200,12367,34.0,5
Sydney_248,Sydney,NSW,-33.787948,151.147735,4200,12367,34.0,5
Sydney_249,Sydney,NSW,-33.960519,151.185279,4200,12367,34.0,5
Sydney_250,Sydney,NSW,-33.802826,151.297679,4200,12367,34.0,5
Sydney_251,Sydney,NSW,-33.868704,151.080517,4200,12367,34.0,5
Sydney_252,Sydney,NSW,-33.947515,151.291001,4200,12367,34.0,5
Sydney_253,Sydney,NSW,-33.768611,151.197902,4200,12367,34.0,5
Sydney_254,Sydney,NSW,-33.941054,151.131255,4200,12367,34.0,5
Sydney_255,Sydney,NSW,-33.858356,151.328199,4200,12367,34.0,5
Sydney_256,Sydney,NSW,-33.807574,151.113785,4200,12367,34.0,5
Sydney_257,Sydney,NSW,-33.966424,151.228298,4200,12367,34.0,5
Sydney_258,Sydney,NSW,-33.779666,151.279331,4200,12367,34.0,5
Sydney_259,Sydney,NSW,-33.890835,151.089996,4200,12367,34.0,5
Sydney_260,Sydney,NSW,-33.915575,151.318285,4200,12367,34.0,5
Sydney_261,Sydney,NSW,-33.777372,151.157499,4200,12367,34.0,5
Sydney_262,Sydney,NSW,-33.962498,151.163265,4200,12367,34.0,5
Sydney_263,Sydney,NSW,-33.82359,151.313505,4200,12367,34.0,5
Sydney_264,Sydney,NSW,-33.846498,151.087872,4200,12367,34.0,5
Sydney_265,Sydney,NSW,-33.961315,151.274623,4200,12367,34.0,5
Sydney_266,Sydney,NSW,-33.763619,151.224537,4200,12367,34.0,5
Sydney_267,Sydney,NSW,-33.934197,151.106342,4200,12367,34.0,5
Sydney_268,Sydney,NSW,-33.877344,151.340881,4200,12367,34.0,5
Sydney_269,Sydney,NSW,-33.792077,151.135458,4200,12367,34.0,5
Sydney_270,Sydney,NSW,-33.976685,151.217184,4200,12367,34.0,5
Sydney_271,Sydney,NSW,-33.794917,151.295217,4200,12367,34.0,5
Sydney_272,Sydney,NSW,-33.874326,151.090909,4200,12367,34.0,5
Sydney_273,Sydney,NSW,-33.930333,151.31793,4200,12367,34.0,5
Sydney_274,Sydney,NSW,-33.768381,151.188435,4200,12367,34.0,5
Sydney_275,Sydney,NSW,-33.958297,151.138669,4200,12367,34.0,5
Sydney_276,Sydney,NSW,-33.848642,151.326792,4200,12367,34.0,5
Sydney_277,Sydney,NSW,-33.818773,151.093406,4200,12367,34.0,5
Sydney_278,Sydney,NSW,-33.964782,151.244441,4200,12367,34.0,5
Sydney_279,Sydney,NSW,-33.764351,151.257985,4200,12367,34.0,5
Sydney_280,Sydney,NSW,-33.916138,151.092618,4200,12367,34.0,5
Sydney_281,Sydney,NSW,-33.904051,151.330653,4200,12367,34.0,5
Sydney_282,Sydney,NSW,-33.778609,151.156862,4200,12367,34.0,5
Sydney_283,Sydney,NSW,-33.977149,151.170458,4200,12367,34.0,5
Sydney_284,Sydney,NSW,-33.810848,151.311428,4200,12367,34.0,5
Sydney_285,Sydney,NSW,-33.860773,151.083381,4200,12367,34.0,5
Sydney_286,Sydney,NSW,-33.950683,151.292015,4200,12367,34.0,5
Sydney_287,Sydney,NSW,-33.763757,151.215037,4200,12367,34.0,5
Sydney_288,Sydney,NSW,-33.948095,151.1127,4200,12367,34.0,5
Sydney_289,Sydney,NSW,-33.856505,151.347144,4200,12367,34.0,5
Sydney_290,Sydney,NSW,-33.795432,151.114157,4200,12367,34.0,5
Sydney_291,Sydney,NSW,-33.971592,151.220039,4200,12367,34.0,5
Sydney_292,Sydney,NSW,-33.777482,151.290562,4200,12367,34.0,5
Sydney_293,Sydney,NSW,-33.894737,151.078282,4200,12367,34.0,5
Sydney_294,Sydney,NSW,-33.926156,151.329828,4200,12367,34.0,5
Sydney_295,Sydney,NSW,-33.767099,151.178111,4200,12367,34.0,5
Sydney_296,Sydney,NSW,-33.970483,151.155131,4200,12367,34.0,5
Sydney_297,Sydney,NSW,-33.821565,151.328402,4200,12367,34.0,5
Sydney_298,Sydney,NSW,-33.833779,151.081727,4200,12367,34.0,5
Sydney_299,Sydney,NSW,-33.968534,151.264062,4200,12367,34.0,5
Sydney_300,Sydney,NSW,-33.760138,151.242204,4200,12367,34.0,5
Sydney_301,Sydney,NSW,-33.925634,151.100235,4200,12367,34.0,5
Sydney_302,Sydney,NSW,-33.884839,151.345222,4200,12367,34.0,5
Sydney_303,Sydney,NSW,-33.778716,151.121727,4200,12367,34.0,5
Sydney_304,Sydney,NSW,-33.986444,151.204157,4200,12367,34.0,5
Sydney_305,Sydney,NSW,-33.795493,151.299368,4200,12367,34.0,5
Sydney_306,Sydney,NSW,-33.863438,151.07643,4200,12367,34.0,5
Sydney_307,Sydney,NSW,-33.941309,151.303951,4200,12367,34.0,5
Sydney_308,Sydney,NSW,-33.762933,151.198102,4200,12367,34.0,5
Sydney_309,Sydney,NSW,-33.956418,151.13011,4200,12367,34.0,5
Sydney_310,Sydney,NSW,-33.851021,151.345376,4200,12367,34.0,5
Sydney_311,Sydney,NSW,-33.8068,151.095844,4200,12367,34.0,5
Sydney_312,Sydney,NSW,-33.978996,151.253923,4200,12367,34.0,5
Sydney_313,Sydney,NSW,-33.772783,151.278155,4200,12367,34.0,5
Sydney_314,Sydney,NSW,-33.902541,151.080999,4200,12367,34.0,5
Sydney_315,Sydney,NSW,-33.91163,151.332256,4200,12367,34.0,5
Sydney_316,Sydney,NSW,-33.770467,151.159064,4200,12367,34.0,5
Sydney_317,Sydney,NSW,-33.970149,151.168492,4200,12367,34.0,5
Sydney_318,Sydney,NSW,-33.805745,151.331862,4200,12367,34.0,5
Sydney_319,Sydney,NSW,-33.836014,151.071337,4200,12367,34.0,5
Sydney_320,Sydney,NSW,-33.965076,151.283075,4200,12367,34.0,5
Sydney_321,Sydney,NSW,-33.751532,151.2201,4200,12367,34.0,5
Sydney_322,Sydney,NSW,-33.943318,151.102884,4200,12367,34.0,5
Sydney_323,Sydney,NSW,-33.87481,151.339365,4200,12367,34.0,5
Sydney_324,Sydney,NSW,-33.782676,151.108916,4200,12367,34.0,5
Sydney_325,Sydney,NSW,-33.979236,151.210895,4200,12367,34.0,5
Sydney_326,Sydney,NSW,-33.787375,151.296524,4200,12367,34.0,5
Sydney_327,Sydney,NSW,-33.877471,151.074319,4200,12367,34.0,5
Sydney_328,Sydney,NSW,-33.941343,151.323249,4200,12367,34.0,5
Sydney_329,Sydney,NSW,-33.762265,151.171392,4200,12367,34.0,5
Sydney_330,Sydney,NSW,-33.963481,151.148309,4200,12367,34.0,5
Sydney_331,Sydney,NSW,-33.828922,151.335783,4200,12367,34.0,5
Sydney_332,Sydney,NSW,-33.822409,151.082607,4200,12367,34.0,5
Sydney_333,Sydney,NSW,-33.97591,151.267832,4200,12367,34.0,5
Sydney_334,Sydney,NSW,-33.75745,151.25453,4200,12367,34.0,5
Sydney_335,Sydney,NSW,-33.91975,151.080226,4200,12367,34.0,5
Sydney_336,Sydney,NSW,-33.904461,151.34985,4200,12367,34.0,5
Sydney_337,Sydney,NSW,-33.773856,151.131113,4200,12367,34.0,5
Sydney_338,Sydney,NSW,-33.989844,151.175726,4200,12367,34.0,5
Sydney_339,Sydney,NSW,-33.804329,151.319704,4200,12367,34.0,5
Sydney_340,Sydney,NSW,-33.861696,151.077299,4200,12367,34.0,5
Sydney_341,Sydney,NSW,-33.960081,151.303823,4200,12367,34.0,5
Sydney_342,Sydney,NSW,-33.742907,151.202261,4200,12367,34.0,5
Sydney_343,Sydney,NSW,-33.95894,151.105872,4200,12367,34.0,5
Sydney_344,Sydney,NSW,-33.85088,151.356883,4200,12367,34.0,5
Sydney_345,Sydney,NSW,-33.795763,151.107318,4200,12367,34.0,5
Sydney_346,Sydney,NSW,-33.977094,151.240242,4200,12367,34.0,5
Sydney_347,Sydney,NSW,-33.765789,151.293527,4200,12367,34.0,5
Sydney_348,Sydney,NSW,-33.899499,151.073857,4200,12367,34.0,5
Sydney_349,Sydney,NSW,-33.929371,151.334104,4200,12367,34.0,5
Sydney_350,Sydney,NSW,-33.754232,151.163464,4200,12367,34.0,5
Sydney_351,Sydney,NSW,-33.981664,151.149775,4200,12367,34.0,5
Sydney_352,Sydney,NSW,-33.813586,151.335794,4200,12367,34.0,5
Sydney_353,Sydney,NSW,-33.833624,151.063457,4200,12367,34.0,5
Sydney_354,Sydney,NSW,-33.965326,151.285665,4200,12367,34.0,5
Sydney_355,Sydney,NSW,-33.757027,151.231928,4200,12367,34.0,5
Sydney_356,Sydney,NSW,-33.931416,151.091037,4200,12367,34.0,5
