venue_id,census_year,suburb,latitude,longitude,seating_type,seats
56,2014,CBD,-37.83044,144.981523,Seats - Indoor,72
57,2014,CBD,-37.816314,144.976962,Seats - Outdoor,39
58,2014,CBD,-37.80982,144.969479,Seats - Both,94
59,2014,CBD,-37.813854,144.95985,Seats - Indoor,20
60,2014,CBD,-37.821766,144.957612,Seats - Both,40
61,2014,CBD,-37.804676,144.966932,Seats - Both,28
62,2014,CBD,-37.823522,144.955342,Seats - Indoor,29
63,2014,CBD,-37.803903,144.958814,Seats - Outdoor,10
64,2014,CBD,-37.819702,144.956562,Seats - Outdoor,28
65,2014,CBD,-37.808641,144.96062,Seats - Outdoor,23
66,2014,CBD,-37.814015,144.967949,Seats - Outdoor,37
67,2014,CBD,-37.818995,144.977151,Seats - Indoor,72
68,2014,CBD,-37.821052,144.954934,Seats - Indoor,41
69,2014,CBD,-37.817862,144.962919,Seats - Indoor,22
70,2014,CBD,-37.808023,144.957021,Seats - Indoor,52
71,2014,CBD,-37.831644,144.945561,Seats - Outdoor,8
72,2014,CBD,-37.818621,144.952923,Seats - Both,33
73,2014,CBD,-37.809616,144.96125,Seats - Indoor,27
74,2014,CBD,-37.813821,144.957758,Seats - Indoor,40
75,2014,CBD,-37.814691,144.95702,Seats - Outdoor,24
76,2014,CBD,-37.81968,144.962862,Seats - Both,26
77,2014,CBD,-37.806576,144.968392,Seats - Indoor,14
78,2014,CBD,-37.815723,144.967316,Seats - Both,40
79,2014,CBD,-37.814158,144.951464,Seats - Indoor,15
80,2014,CBD,-37.798897,144.977426,Seats - Outdoor,17
81,2014,CBD,-37.828158,144.958169,Seats - Outdoor,17
82,2014,CBD,-37.815715,144.964248,Seats - Indoor,19
83,2014,CBD,-37.809177,144.959352,Seats - Indoor,27
84,2014,CBD,-37.819815,144.972473,Seats - Both,99
85,2014,CBD,-37.81366,144.942119,Seats - Indoor,34
86,2014,CBD,-37.799165,144.9606,Seats - Both,23
87,2014,CBD,-37.805791,144.981986,Seats - Both,72
88,2014,CBD,-37.808448,144.945701,Seats - Both,54
89,2014,CBD,-37.806884,144.975136,Seats - Indoor,18
90,2014,CBD,-37.810022,144.958035,Seats - Both,78
91,2014,CBD,-37.82229,144.976917,Seats - Both,48
92,2014,CBD,-37.808417,144.963993,Seats - Indoor,22
93,2014,CBD,-37.807267,144.961563,Seats - Outdoor,33
94,2014,CBD,-37.820204,144.947086,Seats - Indoor,17
95,2014,CBD,-37.797708,144.979282,Seats - Indoor,47
96,2014,CBD,-37.803131,144.966051,Seats - Indoor,54
97,2014,CBD,-37.834832,144.973413,Seats - Indoor,38
98,2014,CBD,-37.813973,144.977545,Seats - Indoor,39
99,2014,CBD,-37.815604,144.96574,Seats - Outdoor,29
100,2014,CBD,-37.822044,144.953612,Seats - Indoor,52
101,2014,CBD,-37.82545,144.96249,Seats - Indoor,51
102,2014,CBD,-37.818519,144.961087,Seats - Outdoor,32
103,2014,CBD,-37.821217,144.945271,Seats - Outdoor,27
104,2014,CBD,-37.826191,144.972798,Seats - Indoor,40
105,2014,CBD,-37.823131,144.968267,Seats - Outdoor,37
106,2014,CBD,-37.82481,144.968038,Seats - Outdoor,18
107,2014,CBD,-37.817142,144.956783,Seats - Outdoor,29
108,2014,CBD,-37.797183,144.975653,Seats - Indoor,53
109,2014,CBD,-37.812754,144.969153,Seats - Indoor,45
110,2014,CBD,-37.802658,144.961826,Seats - Outdoor,37
111,2014,CBD,-37.823287,144.969741,Seats - Indoor,63
112,2014,CBD,-37.81958,144.963343,Seats - Outdoor,8
113,2014,CBD,-37.801199,144.951699,Seats - Both,119
114,2014,CBD,-37.818036,144.965693,Seats - Both,86
115,2014,CBD,-37.823562,144.965695,Seats - Both,35
116,2014,CBD,-37.82745,144.967569,Seats - Outdoor,28
117,2014,CBD,-37.797566,144.957114,Seats - Outdoor,40
118,2014,CBD,-37.829216,144.972004,Seats - Indoor,34
119,2014,CBD,-37.813962,144.952669,Seats - Indoor,45
120,2014,CBD,-37.81015,144.956836,Seats - Both,82
121,2014,CBD,-37.818083,144.95783,Seats - Indoor,50
122,2014,CBD,-37.812896,144.971384,Seats - Both,30
123,2014,CBD,-37.809856,144.968197,Seats - Outdoor,21
124,2014,CBD,-37.806071,144.966797,Seats - Outdoor,34
125,2014,CBD,-37.79961,144.969736,Seats - Indoor,16
126,2014,CBD,-37.805131,144.950823,Seats - Indoor,14
127,2014,CBD,-37.807293,144.960372,Seats - Indoor,67
128,2014,CBD,-37.826257,144.959536,Seats - Both,48
129,2014,CBD,-37.81997,144.963643,Seats - Indoor,63
130,2014,CBD,-37.819814,144.97499,Seats - Indoor,35
131,2014,CBD,-37.803928,144.945696,Seats - Both,88
132,2014,CBD,-37.805707,144.964653,Seats - Outdoor,9
133,2014,CBD,-37.806286,144.967999,Seats - Both,43
134,2014,CBD,-37.806176,144.965891,Seats - Indoor,55
135,2014,CBD,-37.822202,144.979242,Seats - Indoor,67
136,2014,CBD,-37.813647,144.966903,Seats - Indoor,20
137,2014,CBD,-37.806175,144.963095,Seats - Outdoor,10
138,2014,CBD,-37.81308,144.940618,Seats - Indoor,16
139,2014,CBD,-37.817871,144.958409,Seats - Indoor,28
140,2014,CBD,-37.818763,144.960576,Seats - Outdoor,31
141,2014,CBD,-37.808198,144.974037,Seats - Outdoor,15
142,2014,CBD,-37.812769,144.957681,Seats - Indoor,17
143,2014,CBD,-37.804152,144.957894,Seats - Both,68
144,2014,CBD,-37.823696,144.971914,Seats - Indoor,45
145,2014,CBD,-37.80256,144.972558,Seats - Both,96
146,2014,CBD,-37.808722,144.947679,Seats - Outdoor,10
147,2014,CBD,-37.818452,144.971071,Seats - Indoor,78
148,2014,CBD,-37.814366,144.961926,Seats - Indoor,76
149,2014,CBD,-37.797554,144.977514,Seats - Outdoor,37
150,2014,CBD,-37.815867,144.953613,Seats - Outdoor,25
151,2014,CBD,-37.827006,144.94935,Seats - Both,79
152,2014,CBD,-37.825517,144.968972,Seats - Indoor,45
153,2014,CBD,-37.811945,144.959676,Seats - Both,51
154,2014,CBD,-37.813569,144.95115,Seats - Outdoor,29
155,2014,CBD,-37.798244,144.966319,Seats - Indoor,41
156,2014,CBD,-37.817386,144.968725,Seats - Indoor,49
157,2014,CBD,-37.82266,144.95929,Seats - Indoor,44
158,2014,CBD,-37.815332,144.952634,Seats - Outdoor,38
159,2014,CBD,-37.819255,144.954617,Seats - Both,31
160,2014,CBD,-37.815835,144.972106,Seats - Indoor,61
161,2014,CBD,-37.823305,144.964993,Seats - Indoor,56
162,2014,CBD,-37.818852,144.971217,Seats - Indoor,43
163,2014,CBD,-37.8098,144.967237,Seats - Indoor,37
164,2014,CBD,-37.808894,144.977165,Seats - Indoor,50
165,2014,CBD,-37.798587,144.960975,Seats - Indoor,60
166,2014,CBD,-37.813021,144.964503,Seats - Outdoor,25
167,2014,CBD,-37.81103,144.963969,Seats - Indoor,30
168,2014,CBD,-37.822263,144.951381,Seats - Indoor,15
169,2014,CBD,-37.821649,144.958452,Seats - Indoor,37
170,2014,CBD,-37.80764,144.96159,Seats - Both,34
171,2014,CBD,-37.810056,144.95473,Seats - Indoor,20
172,2014,CBD,-37.805143,144.976796,Seats - Both,30
173,2014,CBD,-37.809586,144.962924,Seats - Outdoor,22
174,2014,CBD,-37.812342,144.954216,Seats - Both,58
175,2014,CBD,-37.798099,144.941598,Seats - Indoor,21
176,2014,CBD,-37.823738,144.9535,Seats - Both,46
177,2014,CBD,-37.818021,144.957983,Seats - Indoor,44
178,2014,CBD,-37.812144,144.966326,Seats - Indoor,71
179,2014,CBD,-37.816951,144.953478,Seats - Indoor,50
180,2014,CBD,-37.81693,144.949286,Seats - Indoor,43
181,2014,CBD,-37.801092,144.955647,Seats - Outdoor,20
182,2014,CBD,-37.822544,144.968329,Seats - Outdoor,25
183,2014,Docklands,-37.812829,144.948202,Seats - Indoor,50
184,2014,Docklands,-37.819174,144.94893,Seats - Indoor,65
185,2014,Docklands,-37.81059,144.94509,Seats - Indoor,24
186,2014,Docklands,-37.821852,144.941423,Seats - Outdoor,24
187,2014,Docklands,-37.812154,144.947537,Seats - Outdoor,9
188,2014,Docklands,-37.809025,144.946982,Seats - Indoor,19
189,2014,Docklands,-37.814796,144.944155,Seats - Outdoor,36
190,2014,Docklands,-37.812812,144.945535,Seats - Outdoor,39
191,2014,Docklands,-37.810578,144.945998,Seats - Indoor,55
192,2014,Docklands,-37.8188,144.939036,Seats - Indoor,77
193,2014,Docklands,-37.817293,144.957768,Seats - Both,90
194,2014,Docklands,-37.813328,144.947451,Seats - Indoor,28
195,2014,Docklands,-37.811001,144.946128,Seats - Outdoor,8
196,2014,Docklands,-37.817743,144.942188,Seats - Indoor,38
197,2014,Docklands,-37.820547,144.946258,Seats - Indoor,70
198,2014,Docklands,-37.814831,144.943903,Seats - Outdoor,26
199,2014,Docklands,-37.82073,144.9497,Seats - Indoor,44
200,2014,Docklands,-37.815863,144.943157,Seats - Indoor,66
201,2014,Docklands,-37.804606,144.954928,Seats - Both,79
202,2014,Docklands,-37.809539,144.94483,Seats - Indoor,51
203,2014,Docklands,-37.818192,144.946795,Seats - Both,80
204,2014,Docklands,-37.814801,144.952819,Seats - Indoor,79
205,2014,Docklands,-37.81505,144.944508,Seats - Indoor,67
206,2014,Carlton,-37.800474,144.962693,Seats - Indoor,52
207,2014,Carlton,-37.79796,144.960642,Seats - Outdoor,17
208,2014,Carlton,-37.806833,144.969281,Seats - Indoor,62
209,2014,Carlton,-37.805634,144.968503,Seats - Indoor,44
210,2014,Carlton,-37.804682,144.965272,Seats - Both,25
211,2014,Carlton,-37.803751,144.97302,Seats - Both,68
212,2014,Carlton,-37.80697,144.97267,Seats - Both,39
213,2014,Carlton,-37.802773,144.967146,Seats - Outdoor,29
214,2014,Carlton,-37.794445,144.95855,Seats - Indoor,72
215,2014,Carlton,-37.798623,144.967409,Seats - Both,39
216,2014,Carlton,-37.793625,144.971643,Seats - Indoor,64
217,2014,Carlton,-37.807151,144.958017,Seats - Both,88
218,2014,Carlton,-37.804581,144.970535,Seats - Outdoor,39
219,2014,Carlton,-37.80046,144.965983,Seats - Indoor,50
220,2014,Carlton,-37.793114,144.966946,Seats - Indoor,26
221,2014,Carlton,-37.800892,144.958148,Seats - Indoor,35
222,2014,Carlton,-37.805126,144.955429,Seats - Indoor,21
223,2014,Carlton,-37.802704,144.972468,Seats - Indoor,66
224,2014,Carlton,-37.809518,144.962995,Seats - Indoor,24
225,2014,Carlton,-37.805193,144.963515,Seats - Outdoor,39
226,2014,Carlton,-37.799028,144.965436,Seats - Indoor,46
227,2014,Carlton,-37.808575,144.969242,Seats - Both,79
228,2014,Carlton,-37.79528,144.962068,Seats - Indoor,70
229,2014,Carlton,-37.787446,144.96135,Seats - Indoor,68
230,2014,Carlton,-37.803423,144.961189,Seats - Indoor,63
231,2014,Carlton,-37.799964,144.964925,Seats - Indoor,59
232,2014,Carlton,-37.815382,144.958931,Seats - Indoor,64
233,2014,Carlton,-37.80239,144.974441,Seats - Outdoor,11
234,2014,Carlton,-37.794402,144.962036,Seats - Both,56
235,2014,Carlton,-37.800818,144.962996,Seats - Both,48
236,2014,Carlton,-37.805952,144.961039,Seats - Outdoor,16
237,2014,Carlton,-37.808886,144.958132,Seats - Outdoor,27
238,2014,Carlton,-37.801087,144.965646,Seats - Indoor,30
239,2014,Carlton,-37.797871,144.96968,Seats - Outdoor,19
240,2014,Carlton,-37.798726,144.976726,Seats - Both,66
241,2014,Carlton,-37.812255,144.964649,Seats - Both,52
242,2014,Carlton,-37.791097,144.959997,Seats - Both,57
243,2014,Carlton,-37.801498,144.961872,Seats - Indoor,23
244,2014,Carlton,-37.793141,144.978692,Seats - Both,112
245,2014,Carlton,-37.803701,144.961953,Seats - Both,91
246,2014,Carlton,-37.80728,144.974695,Seats - Indoor,29
247,2014,Carlton,-37.808575,144.969509,Seats - Outdoor,32
248,2014,Carlton,-37.796183,144.954838,Seats - Indoor,43
249,2014,Carlton,-37.80824,144.968525,Seats - Both,61
250,2014,Carlton,-37.798353,144.965035,Seats - Indoor,73
251,2014,Carlton,-37.797828,144.964471,Seats - Indoor,31
252,2014,Carlton,-37.800079,144.967545,Seats - Both,34
253,2014,Carlton,-37.792841,144.973989,Seats - Indoor,72
254,2014,Carlton,-37.809817,144.977277,Seats - Outdoor,34
255,2014,Carlton,-37.80827,144.962269,Seats - Both,103
256,2014,Carlton,-37.796689,144.970985,Seats - Indoor,49
257,2014,Carlton,-37.79669,144.968229,Seats - Indoor,44
258,2014,Carlton,-37.799993,144.965026,Seats - Outdoor,30
259,2014,Carlton,-37.79767,144.968816,Seats - Both,78
260,2014,Carlton,-37.798505,144.969263,Seats - Outdoor,9
261,2014,Carlton,-37.797121,144.968718,Seats - Both,120
262,2014,Carlton,-37.803132,144.966244,Seats - Outdoor,21
263,2014,Carlton,-37.809241,144.961661,Seats - Indoor,32
264,2014,Carlton,-37.799782,144.959586,Seats - Indoor,32
265,2014,Carlton,-37.795186,144.966539,Seats - Both,34
266,2014,Carlton,-37.802006,144.965986,Seats - Indoor,44
267,2014,Carlton,-37.802156,144.966557,Seats - Indoor,30
268,2014,Carlton,-37.801718,144.960083,Seats - Outdoor,38
269,2014,Carlton,-37.805893,144.968841,Seats - Outdoor,36
270,2014,Carlton,-37.813455,144.966766,Seats - Indoor,80
271,2014,Fitzroy,-37.799538,144.97754,Seats - Both,71
272,2014,Fitzroy,-37.801166,144.980374,Seats - Outdoor,36
273,2014,Fitzroy,-37.796395,144.980162,Seats - Outdoor,12
274,2014,Fitzroy,-37.792708,144.985778,Seats - Outdoor,28
275,2014,Fitzroy,-37.804531,144.985233,Seats - Indoor,78
276,2014,Fitzroy,-37.800762,144.97696,Seats - Outdoor,21
277,2014,Fitzroy,-37.809965,144.985043,Seats - Indoor,72
278,2014,Fitzroy,-37.806405,144.985531,Seats - Indoor,54
279,2014,Fitzroy,-37.801554,144.973146,Seats - Indoor,74
280,2014,Fitzroy,-37.788264,144.984234,Seats - Indoor,26
281,2014,Fitzroy,-37.798797,144.972241,Seats - Indoor,21
282,2014,Fitzroy,-37.805196,144.974319,Seats - Indoor,29
283,2014,Fitzroy,-37.808937,144.986359,Seats - Both,74
284,2014,Fitzroy,-37.792121,144.970772,Seats - Both,96
285,2014,Fitzroy,-37.799673,144.981882,Seats - Outdoor,17
286,2014,Fitzroy,-37.800965,144.974803,Seats - Indoor,61
287,2014,Fitzroy,-37.794961,144.982584,Seats - Indoor,68
288,2014,Fitzroy,-37.789449,144.963447,Seats - Both,98
289,2014,Fitzroy,-37.802076,144.971058,Seats - Outdoor,25
290,2014,Fitzroy,-37.793885,144.979897,Seats - Outdoor,29
291,2014,Fitzroy,-37.800851,144.982415,Seats - Indoor,65
292,2014,Fitzroy,-37.789666,144.983702,Seats - Both,31
293,2014,Fitzroy,-37.798702,144.974099,Seats - Indoor,57
294,2014,Fitzroy,-37.795751,144.983882,Seats - Indoor,24
295,2014,Fitzroy,-37.796007,144.976215,Seats - Outdoor,11
296,2014,Fitzroy,-37.800799,144.974016,Seats - Outdoor,39
297,2014,Fitzroy,-37.803453,144.974453,Seats - Indoor,79
298,2014,Fitzroy,-37.793797,144.983697,Seats - Indoor,76
299,2014,Fitzroy,-37.803679,144.977902,Seats - Indoor,21
300,2014,Fitzroy,-37.793524,144.979182,Seats - Indoor,31
301,2014,Fitzroy,-37.798159,144.973218,Seats - Indoor,77
302,2014,Fitzroy,-37.79867,144.974611,Seats - Indoor,43
303,2014,Fitzroy,-37.809958,144.978878,Seats - Both,29
304,2014,Fitzroy,-37.806483,144.985744,Seats - Indoor,72
305,2014,Fitzroy,-37.788092,144.972371,Seats - Outdoor,33
306,2014,Fitzroy,-37.800171,144.971955,Seats - Indoor,16
307,2014,Fitzroy,-37.794998,144.978007,Seats - Both,78
308,2014,Fitzroy,-37.791957,144.965414,Seats - Indoor,27
309,2014,Fitzroy,-37.798264,144.988092,Seats - Outdoor,33
310,2014,Fitzroy,-37.791778,144.970601,Seats - Indoor,35
311,2014,Fitzroy,-37.791062,144.983412,Seats - Outdoor,20
312,2014,Fitzroy,-37.793981,144.975335,Seats - Outdoor,17
313,2014,Fitzroy,-37.798309,144.982769,Seats - Indoor,33
314,2014,Fitzroy,-37.798038,144.968847,Seats - Indoor,77
315,2014,Fitzroy,-37.806131,144.980896,Seats - Outdoor,28
316,2014,Fitzroy,-37.793056,144.971599,Seats - Indoor,22
317,2014,Fitzroy,-37.806916,144.980792,Seats - Both,95
318,2014,Fitzroy,-37.791901,144.981738,Seats - Indoor,71
319,2014,Fitzroy,-37.793005,144.980449,Seats - Indoor,25
320,2014,Fitzroy,-37.803953,144.973472,Seats - Indoor,19
321,2014,Fitzroy,-37.808991,144.982805,Seats - Outdoor,28
322,2014,Fitzroy,-37.804193,144.973911,Seats - Both,77
323,2014,Fitzroy,-37.788372,144.987848,Seats - Indoor,24
324,2014,Fitzroy,-37.802291,144.978779,Seats - Indoor,70
325,2014,Fitzroy,-37.7913,144.978424,Seats - Outdoor,31
326,2014,Fitzroy,-37.802013,144.982932,Seats - Indoor,57
327,2014,Fitzroy,-37.79945,144.976859,Seats - Outdoor,29
328,2014,Fitzroy,-37.796152,144.980137,Seats - Outdoor,26
329,2014,Fitzroy,-37.798747,144.992376,Seats - Both,97
330,2014,Fitzroy,-37.794821,144.974459,Seats - Outdoor,17
331,2014,Fitzroy,-37.79412,144.975929,Seats - Outdoor,33
332,2014,Fitzroy,-37.792103,144.986752,Seats - Indoor,62
333,2014,Fitzroy,-37.801922,144.97407,Seats - Indoor,25
334,2014,Fitzroy,-37.802427,144.97315,Seats - Indoor,60
335,2014,Fitzroy,-37.80393,144.994709,Seats - Indoor,76
336,2014,Fitzroy,-37.788725,145.008673,Seats - Indoor,51
337,2014,Fitzroy,-37.797051,144.976258,Seats - Both,114
338,2014,Fitzroy,-37.797361,144.977622,Seats - Indoor,30
339,2014,Fitzroy,-37.801445,144.976609,Seats - Indoor,35
340,2014,Fitzroy,-37.798923,144.976871,Seats - Indoor,44
341,2014,Fitzroy,-37.790509,144.9771,Seats - Outdoor,36
342,2014,Fitzroy,-37.798155,144.983976,Seats - Both,120
343,2014,Fitzroy,-37.809777,144.981434,Seats - Indoor,70
344,2014,Fitzroy,-37.803341,144.980239,Seats - Indoor,67
345,2014,Fitzroy,-37.787792,144.976225,Seats - Both,37
346,2014,Fitzroy,-37.797229,144.977283,Seats - Indoor,61
347,2014,Fitzroy,-37.801229,144.977821,Seats - Both,35
348,2014,Fitzroy,-37.800825,144.990327,Seats - Indoor,79
349,2014,Fitzroy,-37.794731,144.984815,Seats - Both,48
350,2014,Fitzroy,-37.793526,144.965801,Seats - Both,73
351,2014,Fitzroy,-37.791908,144.981576,Seats - Indoor,24
352,2014,Fitzroy,-37.799614,144.980067,Seats - Both,111
353,2014,Fitzroy,-37.804846,144.969019,Seats - Indoor,50
354,2014,Fitzroy,-37.792708,144.975029,Seats - Both,117
355,2014,Fitzroy North,-37.788389,144.97815,Seats - Indoor,46
356,2014,Fitzroy North,-37.787513,144.980557,Seats - Both,97
357,2014,Fitzroy North,-37.789913,144.977612,Seats - Indoor,52
358,2014,Fitzroy North,-37.785871,144.980353,Seats - Outdoor,37
359,2014,Fitzroy North,-37.78097,144.981367,Seats - Indoor,16
360,2014,Fitzroy North,-37.791535,144.973563,Seats - Outdoor,26
361,2014,Fitzroy North,-37.792988,144.980733,Seats - Indoor,67
362,2014,Fitzroy North,-37.78572,144.98431,Seats - Outdoor,31
363,2014,Fitzroy North,-37.783547,144.980319,Seats - Outdoor,40
364,2014,Fitzroy North,-37.791752,144.976473,Seats - Indoor,63
365,2014,Fitzroy North,-37.784962,144.977582,Seats - Indoor,22
366,2014,Fitzroy North,-37.791647,144.984188,Seats - Outdoor,29
367,2014,Fitzroy North,-37.785507,144.981187,Seats - Indoor,36
368,2014,Fitzroy North,-37.785059,144.971884,Seats - Both,81
369,2014,Fitzroy North,-37.792944,144.971812,Seats - Indoor,72
370,2014,Fitzroy North,-37.785388,144.978711,Seats - Both,25
371,2014,Fitzroy North,-37.789381,144.981631,Seats - Indoor,74
372,2014,Fitzroy North,-37.788139,144.985694,Seats - Indoor,59
373,2014,Fitzroy North,-37.787189,144.976903,Seats - Outdoor,25
374,2014,Fitzroy North,-37.785281,144.981106,Seats - Both,115
375,2014,Fitzroy North,-37.797306,144.982258,Seats - Indoor,37
376,2014,Fitzroy North,-37.792691,144.978129,Seats - Both,86
377,2014,Fitzroy North,-37.788174,144.9799,Seats - Indoor,69
378,2014,Fitzroy North,-37.793948,144.972868,Seats - Outdoor,28
379,2014,Fitzroy North,-37.78515,144.980464,Seats - Indoor,71
380,2014,Fitzroy North,-37.791369,144.975086,Seats - Outdoor,30
381,2014,Fitzroy North,-37.794092,144.980417,Seats - Both,98
382,2014,Fitzroy North,-37.784795,144.977957,Seats - Both,27
383,2014,Fitzroy North,-37.782923,144.980977,Seats - Indoor,34
384,2014,Fitzroy North,-37.785877,144.977254,Seats - Outdoor,36
385,2014,Fitzroy North,-37.786543,144.978372,Seats - Both,66
386,2014,Fitzroy North,-37.794331,144.986563,Seats - Indoor,33
387,2014,Fitzroy North,-37.792205,144.96788,Seats - Indoor,23
388,2014,Fitzroy North,-37.792391,144.97547,Seats - Indoor,49
389,2014,Fitzroy North,-37.787995,144.980257,Seats - Outdoor,39
390,2014,Fitzroy North,-37.796796,144.976867,Seats - Indoor,47
391,2014,Collingwood,-37.802881,144.995716,Seats - Outdoor,39
392,2014,Collingwood,-37.803568,144.990955,Seats - Indoor,36
393,2014,Collingwood,-37.800036,144.98429,Seats - Indoor,54
394,2014,Collingwood,-37.808281,144.980137,Seats - Outdoor,26
395,2014,Collingwood,-37.796826,144.980916,Seats - Outdoor,19
396,2014,Collingwood,-37.802784,144.981401,Seats - Indoor,39
397,2014,Collingwood,-37.80344,144.98392,Seats - Indoor,60
398,2014,Collingwood,-37.808924,144.986163,Seats - Both,90
399,2014,Collingwood,-37.797281,144.996693,Seats - Indoor,64
400,2014,Collingwood,-37.796435,144.987977,Seats - Outdoor,34
401,2014,Collingwood,-37.80353,144.985984,Seats - Both,102
402,2014,Collingwood,-37.799398,144.990893,Seats - Outdoor,16
403,2014,Collingwood,-37.798132,144.981055,Seats - Outdoor,19
404,2014,Collingwood,-37.804107,144.984996,Seats - Outdoor,11
405,2014,Collingwood,-37.801443,144.981941,Seats - Indoor,34
406,2014,Collingwood,-37.807865,144.996113,Seats - Indoor,80
407,2014,Collingwood,-37.796762,144.98118,Seats - Indoor,49
408,2014,Collingwood,-37.8014,144.991457,Seats - Outdoor,40
409,2014,Collingwood,-37.808634,144.982039,Seats - Outdoor,18
410,2014,Collingwood,-37.808732,144.980286,Seats - Outdoor,10
411,2014,Collingwood,-37.803854,144.986772,Seats - Indoor,47
412,2014,Collingwood,-37.809367,144.98002,Seats - Indoor,17
413,2014,Collingwood,-37.811423,144.9881,Seats - Indoor,52
414,2014,Collingwood,-37.813385,144.989111,Seats - Outdoor,27
415,2014,Collingwood,-37.811715,144.990528,Seats - Indoor,67
416,2014,Collingwood,-37.807761,144.988384,Seats - Outdoor,28
417,2014,Collingwood,-37.801573,144.984144,Seats - Both,64
418,2014,Collingwood,-37.801785,144.987531,Seats - Indoor,27
419,2014,Collingwood,-37.806758,144.993847,Seats - Indoor,45
420,2014,Collingwood,-37.80338,144.989434,Seats - Both,98
421,2014,Collingwood,-37.815563,144.995255,Seats - Both,61
422,2014,Collingwood,-37.797092,144.984284,Seats - Indoor,34
423,2014,Collingwood,-37.810412,144.988075,Seats - Indoor,53
424,2014,Collingwood,-37.806572,144.988041,Seats - Indoor,72
425,2014,Collingwood,-37.800996,144.987168,Seats - Indoor,20
426,2014,Collingwood,-37.80572,144.995608,Seats - Both,106
427,2014,Collingwood,-37.810497,144.989311,Seats - Both,75
428,2014,Collingwood,-37.801789,144.991361,Seats - Indoor,65
429,2014,Collingwood,-37.807768,144.992341,Seats - Outdoor,20
430,2014,Collingwood,-37.80708,144.991608,Seats - Indoor,71
431,2014,Collingwood,-37.804034,144.983361,Seats - Both,107
432,2014,Collingwood,-37.806411,144.986061,Seats - Indoor,61
433,2014,Collingwood,-37.803133,144.982974,Seats - Both,116
